"AB Ref No.","ASN Ref No","Document No.","Material No.",Qty,BBD,"Fulfillment Status","Created By","Last Change"
000001,000001,9800510842,9010000004,640,2023-11-13,Done,"Christian B. Salvacion","2023-06-27 06:40:48"
000002,000001,9800510845,9010000016,640,2023-12-16,Done,"Christian B. Salvacion","2023-06-27 06:40:55"
000003,000001,9800510848,9010000016,320,2023-11-15,Done,"Christian B. Salvacion","2023-06-27 06:41:28"
000004,000002,9800510848,9010000016,320,2023-12-16,Done,"Christian B. Salvacion","2023-06-27 06:41:35"
000005,000001,9800510850,9010000049,640,2023-11-18,Done,"Christian B. Salvacion","2023-06-27 06:41:53"
000006,000001,9800510844,9010000016,640,2023-12-16,Done,"Christian B. Salvacion","2023-06-27 06:41:40"
000007,000001,9800510847,9010000016,640,2023-12-16,Done,"Christian B. Salvacion","2023-06-27 06:41:47"
000008,000001,9800510849,9010000049,640,2023-11-18,Done,"Christian B. Salvacion","2023-06-27 06:41:59"
000009,000001,9800510855,9010000049,640,2023-11-18,Done,"Christian B. Salvacion","2023-06-27 06:42:05"
000010,000006,9800511129,9020000236,60,2023-12-19,Done,"Christian B. Salvacion","2023-06-27 06:42:19"
000011,000006,9800511129,9020000236,60,2023-12-22,Done,"Christian B. Salvacion","2023-06-27 06:42:25"
000012,000006,9800511129,9020000236,60,2023-12-23,Done,"Christian B. Salvacion","2023-06-27 06:42:34"
000013,000006,9800511129,9020000236,60,2023-12-21,Done,"Christian B. Salvacion","2023-06-27 06:42:44"
000015,000003,9800510895,9020000236,660,2023-12-22,Done,"Christian B. Salvacion","2023-06-27 06:42:55"
000016,000004,9800510895,9020000236,480,2023-12-23,Done,"Christian B. Salvacion","2023-06-27 06:42:59"
000017,000005,9800510895,9020000236,60,2023-12-21,Done,"Christian B. Salvacion","2023-06-27 06:43:05"
000018,000006,9800511129,9020000236,960,2023-12-24,Done,"Christian B. Salvacion","2023-06-27 06:43:10"
000019,000001,9800510858,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-27 06:42:10"
000020,000001,9800510812,9010000004,1085,2023-11-13,Done,"Christian B. Salvacion","2023-06-27 06:35:51"
000021,000001,9800510681,9020000036,1280,2024-03-08,Done,"Christian B. Salvacion","2023-06-27 10:36:50"
000022,000001,9800510700,9010000004,1087,2023-11-13,Done,"Christian B. Salvacion","2023-06-27 09:52:56"
000023,000003,9800511050,9020000236,1140,2023-12-21,Done,"Christian B. Salvacion","2023-06-27 09:09:01"
000024,000004,9800511050,9020000236,60,2023-12-19,Done,"Christian B. Salvacion","2023-06-27 09:09:19"
000025,000001,9800510865,9010000059,850,2023-12-14,Done,"Christian B. Salvacion","2023-06-27 09:09:27"
000026,000001,9800510866,9010000059,450,2023-12-15,Done,"Christian B. Salvacion","2023-06-27 09:51:06"
000027,000007,9800510866,9010000059,400,2023-12-14,Done,"Christian B. Salvacion","2023-06-27 09:51:01"
000028,000001,9800510867,9010000059,850,2023-12-14,Done,"Christian B. Salvacion","2023-06-27 09:50:55"
000029,000001,9800510854,9010000049,640,2023-11-18,Done,"Christian B. Salvacion","2023-06-27 14:32:12"
000030,000001,9800510859,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-27 15:21:21"
000031,000001,9800510863,9010000202,640,2023-12-18,Done,"Christian B. Salvacion","2023-06-27 20:11:58"
000032,000001,9800510856,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-27 21:29:40"
000033,000001,9800510860,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-27 21:45:22"
000034,000001,9800510841,9010000004,1086,2023-11-13,Done,"Christian B. Salvacion","2023-06-28 02:07:05"
000035,000008,9800511382,9010000044,850,2023-12-04,Done,"Christian B. Salvacion","2023-06-28 02:09:29"
000036,000008,9800511359,9010000044,850,2023-12-04,Done,"Christian B. Salvacion","2023-06-28 02:26:31"
000037,000008,9800511360,9010000044,849,2023-12-04,Done,"Christian B. Salvacion","2023-06-28 02:55:04"
000038,000008,9800511387,9010000016,640,2023-12-16,Done,"Christian B. Salvacion","2023-06-28 03:23:22"
000039,000008,9800511378,9010000044,850,2023-12-04,Done,"Christian B. Salvacion","2023-06-28 03:49:51"
000040,000008,9800511381,9010000044,850,2023-12-04,Done,"Christian B. Salvacion","2023-06-28 08:46:38"
000041,000008,9800511379,9010000044,850,2023-12-04,Done,"Christian B. Salvacion","2023-06-28 08:46:47"
000042,000008,9800511399,9010000004,1088,2023-11-13,Done,"Christian B. Salvacion","2023-06-28 09:31:39"
000043,000008,9800511389,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-29 02:31:07"
000044,000008,9800511395,9010000004,640,2023-11-13,Done,"Christian B. Salvacion","2023-06-29 02:39:24"
000045,000008,9800511386,9010000016,640,2023-12-16,Done,"Christian B. Salvacion","2023-06-29 03:04:21"
000046,000008,9800511383,9010000016,640,2023-12-16,Done,"Christian B. Salvacion","2023-06-29 03:33:03"
000047,000008,9800511388,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-29 03:51:38"
000048,000008,9800511391,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-29 05:23:43"
000049,000008,9800511396,9010000004,640,2023-11-12,Done,"Christian B. Salvacion","2023-06-29 18:40:57"
000050,000009,9800512416,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-29 09:35:25"
000051,000010,W2W062923A6,9010000059,500,2023-12-15,Done,"Christian B. Salvacion","2023-06-29 09:23:04"
000052,000010,W2W062923A7,9010000059,1200,2023-12-14,Done,"Christian B. Salvacion","2023-06-29 09:32:34"
000053,000010,W2W062923A2,9020000226,897,2024-01-21,Done,"Christian B. Salvacion","2023-07-04 06:01:16"
000054,000010,W2W062923A3,9020000228,329,2024-02-06,Done,"Christian B. Salvacion","2023-06-29 09:53:54"
000055,000010,W2W062923A4,9020000228,432,2024-01-30,Done,"Christian B. Salvacion","2023-06-29 10:00:42"
000056,000010,W2W062923A5,9020000228,192,2024-02-05,Done,"Christian B. Salvacion","2023-06-29 10:03:54"
000057,000010,W2W062923A1,9020000229,48,2024-01-27,Done,"Christian B. Salvacion","2023-06-29 10:12:08"
000058,000013,B2B062923Z1,9010000004,390,2023-11-13,Done,"Christian B. Salvacion","2023-06-29 12:45:28"
000059,000008,9800511393,9010000202,640,2023-12-18,Done,"Christian B. Salvacion","2023-06-29 13:48:21"
000060,000011,9800512336,9020000178,608,2024-03-27,Done,"Christian B. Salvacion","2023-06-30 02:13:47"
000061,000014,9800512336,9020000178,32,2024-03-29,Done,"Christian B. Salvacion","2023-06-30 02:54:07"
000062,000016,B2B062923Z2,9010000004,240,2023-11-13,Done,"Christian B. Salvacion","2023-06-29 14:46:56"
000063,000015,9800512417,9020000236,1080,2023-12-24,Done,"Christian B. Salvacion","2023-06-29 15:12:38"
000064,000017,9800512417,9020000236,120,2023-12-29,Done,"Christian B. Salvacion","2023-06-29 15:12:54"
000065,000015,9800512365,9020000176,640,2024-03-28,Done,"Christian B. Salvacion","2023-06-29 15:31:01"
000066,000018,B2B062923Z3,9010000016,150,2023-11-15,Done,"Christian B. Salvacion","2023-06-29 15:42:39"
000067,000009,9800512413,9010000035,640,2023-11-11,Done,"Christian B. Salvacion","2023-06-29 17:51:50"
000068,000009,9800512426,9010000051,850,2024-05-16,Done,"Christian B. Salvacion","2023-06-29 18:18:32"
000069,000019,9800512426,9010000051,770,2024-05-16,Done,"Christian B. Salvacion","2023-06-29 18:30:46"
000070,000020,B2B062923Z4,9010000004,300,2023-11-13,Done,"Christian B. Salvacion","2023-06-29 18:32:15"
000071,000009,9800512424,9010000051,1620,2024-05-16,Done,"Christian B. Salvacion","2023-06-29 18:58:02"
000072,000009,9800512435,9010000049,640,2023-11-17,Done,"Christian B. Salvacion","2023-06-30 07:31:06"
000073,000021,B2B062923Z6,9010000004,480,2023-11-13,Done,"Christian B. Salvacion","2023-06-29 21:14:40"
000074,000021,B2B062923Z5,9010000049,480,2023-11-18,Done,"Christian B. Salvacion","2023-06-29 21:14:45"
000075,000009,9800512415,9010000035,640,2023-11-11,Done,"Christian B. Salvacion","2023-06-30 00:07:40"
000076,000009,9800512418,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-06-30 05:28:06"
000077,000009,9800512429,9010000049,640,2023-11-17,Done,"Christian B. Salvacion","2023-06-30 05:28:00"
000078,000009,9800512421,9010000051,1603,2024-05-16,Done,"Christian B. Salvacion","2023-06-30 05:27:54"
000079,000022,9800512630,9020000236,1200,2023-12-23,Done,"Christian B. Salvacion","2023-06-30 18:51:52"
000080,000022,9800512671,9020000236,300,2023-12-23,Done,"Christian B. Salvacion","2023-06-30 18:50:06"
000081,000023,9800512671,9020000236,840,2023-12-22,Done,"Christian B. Salvacion","2023-06-30 18:50:14"
000082,000023,9800512671,9020000236,60,2023-12-24,Done,"Christian B. Salvacion","2023-06-30 18:50:21"
000083,000022,9800512672,9020000236,1200,2023-12-22,Done,"Christian B. Salvacion","2023-06-30 18:49:50"
000084,000009,9800512432,9010000049,1088,2023-11-17,Done,"Christian B. Salvacion","2023-06-30 18:49:26"
000085,000008,9800511397,9010000004,1024,2023-11-13,Done,"Christian B. Salvacion","2023-06-30 13:16:29"
000086,000025,9800511397,9010000004,64,2023-11-12,Done,"Christian B. Salvacion","2023-06-30 13:16:39"
000087,000008,9800511400,9010000004,1088,2023-11-12,Done,"Christian B. Salvacion","2023-06-30 15:17:52"
000088,000026,B2B062923Z7,9010000019,1584,2023-12-08,Done,"Christian B. Salvacion","2023-06-30 15:12:38"
000089,000026,B2B062923Z8,9010000049,600,2023-11-18,Done,"Christian B. Salvacion","2023-06-30 15:12:45"
000090,000026,B2B062923Z9,9010000078,828,2023-12-08,Done,"Christian B. Salvacion","2023-06-30 15:12:51"
000091,000026,B2B062923Z10,9020000019,800,2024-03-01,Done,"Christian B. Salvacion","2023-07-04 03:27:29"
000092,000009,9800512431,9010000049,832,2023-11-17,Done,"Christian B. Salvacion","2023-06-30 18:51:30"
000093,000027,B2B062923Z11,9010000059,500,2023-11-10,Done,"Christian B. Salvacion","2023-06-30 18:51:41"
000094,000027,B2B062923Z12,9010000049,396,2023-12-06,Done,"Christian B. Salvacion","2023-07-03 08:37:19"
000095,000027,B2B062923Z12,9010000054,396,2023-11-06,Done,"Christian B. Salvacion","2023-06-30 18:54:20"
000096,000009,9800512427,9010000014,850,2023-12-03,Done,"Christian B. Salvacion","2023-06-30 20:25:13"
000097,000009,9800512430,9010000049,832,2023-11-17,Done,"Christian B. Salvacion","2023-06-30 21:23:43"
000098,000008,9800511380,9010000044,850,2023-12-04,Done,"Christian B. Salvacion","2023-06-30 23:36:11"
000099,000008,9800511392,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-07-01 02:07:42"
000100,000028,9800512831,9010000049,640,2023-11-30,Done,"Christian B. Salvacion","2023-07-01 02:07:52"
000101,000028,9800512819,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-07-01 11:43:40"
000102,000028,9800512814,9010000004,640,2023-11-12,Done,"Christian B. Salvacion","2023-07-01 11:44:03"
000103,000028,9800512824,9010000035,640,2023-12-16,Done,"Christian B. Salvacion","2023-07-01 11:44:11"
000104,000028,9800512821,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-07-01 11:44:19"
000105,000028,9800512829,9010000035,640,2023-12-16,Done,"Christian B. Salvacion","2023-07-01 11:44:27"
000106,000028,9800512823,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-07-01 11:44:34"
000107,000028,9800512830,9010000049,320,2023-11-18,Done,"Christian B. Salvacion","2023-07-01 11:44:41"
000108,000029,9800512830,9010000049,320,2023-11-30,Done,"Christian B. Salvacion","2023-07-01 11:44:49"
000109,000028,9800512826,9010000035,640,2023-12-16,Done,"Christian B. Salvacion","2023-07-01 11:44:55"
000110,000028,9800512822,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-07-01 11:43:53"
000111,000028,9800512817,9010000004,448,2023-11-12,Done,"Christian B. Salvacion","2023-07-01 11:45:02"
000112,000033,9800512817,9010000004,192,2023-12-18,Done,"Christian B. Salvacion","2023-07-06 01:48:59"
000113,000028,9800512818,9010000004,640,2023-11-12,Done,"Christian B. Salvacion","2023-07-01 11:46:27"
000114,000030,9800513245,9020000176,608,2024-03-28,Done,"Christian B. Salvacion","2023-07-01 11:46:08"
000115,000034,9800513245,9020000176,32,2024-03-30,Done,"Christian B. Salvacion","2023-07-01 11:45:59"
000116,000031,9800513209,9020000178,608,2024-03-29,Done,"Christian B. Salvacion","2023-07-01 11:46:36"
000118,000035,9800512998,9010000083,800,2025-03-08,Done,"Christian B. Salvacion","2023-07-01 11:46:53"
000119,000037,9800512998,9010000083,700,2025-01-17,Done,"Christian B. Salvacion","2023-07-01 11:47:25"
000120,000037,9800512998,9010000083,200,2025-04-11,Done,"Christian B. Salvacion","2023-07-01 11:48:02"
000121,000028,9800512828,9010000035,640,2023-12-16,Done,"Christian B. Salvacion","2023-07-01 11:48:10"
000122,000036,9800513209,9020000178,32,2024-03-27,Done,"Christian B. Salvacion","2023-07-01 11:48:21"
000123,000032,9800513458,9010000074,640,2023-12-19,Done,"Christian B. Salvacion","2023-07-01 12:28:58"
000124,000038,9800512998,9010000083,200,2025-03-08,Done,"Christian B. Salvacion","2023-07-01 14:41:43"
000125,000038,9800512998,9010000083,100,2025-01-17,Done,"Christian B. Salvacion","2023-07-01 14:41:51"
000126,000028,9800512816,9010000004,512,2023-12-18,Done,"Christian B. Salvacion","2023-07-01 14:41:58"
000127,000039,9800512816,9010000004,128,2023-12-17,Done,"Christian B. Salvacion","2023-07-01 14:42:05"
000128,000035,9800512999,9010000084,2000,2025-04-20,Done,"Christian B. Salvacion","2023-07-01 14:42:12"
000129,000009,9800512434,9010000014,1300,2023-12-16,Done,"Christian B. Salvacion","2023-07-01 20:07:29"
000130,000009,9800512433,9010000014,1299,2023-12-16,Done,"Christian B. Salvacion","2023-07-01 21:20:14"
000131,000028,9800512832,9010000049,768,2023-11-17,Done,"Christian B. Salvacion","2023-07-01 21:20:32"
000132,000040,9800512832,9010000049,320,2023-11-18,Done,"Christian B. Salvacion","2023-07-01 21:20:39"
000133,000041,B2B062923Z13,9010000049,402,2023-11-18,Done,"Christian B. Salvacion","2023-07-03 07:33:23"
000134,000043,B2B070323Z16,9010000009,936,2023-12-06,Done,"Christian B. Salvacion","2023-07-03 08:08:53"
000135,000043,B2B070323Z15,9010000035,60,2023-11-11,Done,"Christian B. Salvacion","2023-07-03 08:08:48"
000136,000042,9800513980,9010000202,640,2023-12-18,Done,"Christian Cordova","2023-07-06 23:06:16"
000137,000042,9800514023,9010000062,640,2023-11-19,Done,"Christian Cordova","2023-07-04 17:08:01"
000138,000042,9800514015,9010000074,640,2023-12-19,Done,"Christian Cordova","2023-07-09 08:06:21"
000139,000045,B2B070323Z17,9010000009,396,2023-12-07,Done,"John Carlo Arroyo","2023-07-03 15:35:00"
000140,000045,B2B070323Z18,9010000054,648,2023-12-05,Done,"John Carlo Arroyo","2023-07-03 15:35:12"
000141,000042,9800514022,9010000059,650,2023-12-14,Done,"Christian Cordova","2023-07-05 23:30:13"
000142,000046,9800514022,9010000059,200,2023-12-15,Done,"Christian Cordova","2023-07-05 23:30:24"
000143,000042,9800514019,9010000059,850,2023-12-15,Done,"Christian Cordova","2023-07-05 23:20:25"
000144,000042,9800514013,9010000074,639,2023-12-19,Done,"Christian Cordova","2023-07-09 08:06:27"
000145,000047,B2B070323Z19,9010000049,640,2023-11-18,Done,"John Carlo Arroyo","2023-07-03 18:21:06"
000146,000047,B2B070323Z20,9010000054,36,2023-12-05,Done,"John Carlo Arroyo","2023-07-03 18:21:13"
000147,000042,9800514017,9010000035,153,2023-12-15,Done,"Christian Cordova","2023-07-09 08:06:33"
000148,000050,9800514017,9010000035,487,2023-12-16,Done,"Christian Cordova","2023-07-09 08:06:38"
000149,000042,9800514018,9010000035,320,2023-12-15,Done,"Christian Cordova","2023-07-04 23:36:56"
000150,000051,9800514018,9010000035,320,2023-12-16,Done,"Christian Cordova","2023-07-06 01:42:04"
000151,000044,9800514215,9020000178,128,2024-04-01,Done,"Christian Cordova","2023-07-05 14:09:57"
000152,000052,9800514215,9020000178,512,2024-04-02,Done,"Christian Cordova","2023-07-05 14:10:04"
000153,000048,9800514320,9020000176,640,2024-03-28,Done,"Christian Cordova","2023-07-06 05:09:09"
000154,000049,9800514323,9020000176,640,2024-03-28,Done,"Christian Cordova","2023-07-05 07:23:52"
000155,000053,B2B070423Z21,9010000059,1300,2023-12-13,Done,"Stephen Brix Esteban","2023-07-04 00:07:58"
000156,000053,B2B070423Z22,9010000019,216,2023-12-08,Done,"Stephen Brix Esteban","2023-07-04 00:08:05"
000157,000054,B2B070423Z23,9010000009,396,2023-12-07,Done,"Stephen Brix Esteban","2023-07-04 01:44:45"
000158,000054,B2B070423Z24,9010000009,897,2023-12-06,Done,"Stephen Brix Esteban","2023-07-04 00:54:14"
000159,000054,B2B070423Z25,9010000078,1656,2023-12-08,Done,"Stephen Brix Esteban","2023-07-04 00:54:07"
000160,000055,9800514225,9020000178,384,2024-04-02,Done,"Shilaley Trilles","2023-07-04 06:13:48"
000161,000056,9800514225,9020000178,256,2024-04-01,Done,"Shilaley Trilles","2023-07-04 06:14:09"
000162,000055,9800514170,9020000178,352,2024-04-02,Done,"Shilaley Trilles","2023-07-04 06:14:47"
000163,000057,9800514170,9020000178,288,2024-03-29,Done,"Shilaley Trilles","2023-07-04 06:12:56"
000164,000059,B2B070423Z26,9010000084,2753,2025-03-08,Done,"Stephen Brix Esteban","2023-07-04 05:51:26"
000165,000060,ASN07042023-1,9010000006,11,2024-05-15,Done,"Crist Anthony Rafael","2023-07-04 06:39:50"
000166,000060,ASN07042023-2,9010000014,39,2023-12-02,Done,"Crist Anthony Rafael","2023-07-04 06:40:06"
000167,000060,ASN07042023-3,9010000016,43,2023-12-16,Done,"Crist Anthony Rafael","2023-07-04 06:40:26"
000168,000060,ASN07042023-4,9010000017,8,2023-11-13,Done,"Crist Anthony Rafael","2023-07-04 06:40:42"
000169,000060,ASN07042023-5,9010000051,118,2024-03-07,Done,"Crist Anthony Rafael","2023-07-04 06:41:04"
000170,000060,ASN07042023-6,9010000054,180,2023-12-05,Done,"Crist Anthony Rafael","2023-07-04 06:41:22"
000171,000060,ASN07042023-10,9020000018,9,2024-02-13,Done,"Shilaley Trilles","2023-07-04 06:50:00"
000172,000060,ASN07042023-7,9010000062,43,2023-11-19,Done,"Crist Anthony Rafael","2023-07-04 06:44:20"
000173,000060,ASN07042023-8,9010000083,16,2025-01-12,Done,"Crist Anthony Rafael","2023-07-04 06:44:34"
000174,000060,ASN07042023-9,9010000084,13,2025-01-17,Done,"Crist Anthony Rafael","2023-07-04 06:44:10"
000175,000060,ASN07042023-11,9020000022,80,2024-02-08,Done,"Shilaley Trilles","2023-07-04 06:43:55"
000176,000060,ASN07042023-12,9020000025,197,2024-02-29,Done,"Shilaley Trilles","2023-07-04 06:43:40"
000177,000060,ASN07042023-13,9020000030,9,2024-02-17,Done,"Shilaley Trilles","2023-07-04 06:43:18"
000178,000060,ASN07042023-14,9020000034,11,2024-02-10,Done,"Shilaley Trilles","2023-07-04 06:43:04"
000179,000060,ASN07042023-15,9020000071,11,2024-02-19,Done,"Shilaley Trilles","2023-07-04 06:42:43"
000180,000060,ASN07042023-16,9020000206,163,2024-02-23,Done,"Shilaley Trilles","2023-07-04 06:42:11"
000181,000060,ASN07042023-17,9020000207,223,2024-01-05,Done,"Shilaley Trilles","2023-07-04 06:42:28"
000182,000058,9800514470,9020000178,416,2024-04-01,Done,"Shilaley Trilles","2023-07-09 08:06:44"
000183,000061,9800514470,9020000178,192,2024-04-02,Done,"Shilaley Trilles","2023-07-09 08:06:50"
000184,000061,9800514470,9020000178,32,2024-03-27,Done,"Shilaley Trilles","2023-07-09 08:07:00"
000185,000062,9800514631,9020000176,640,2024-03-30,Done,"Shilaley Trilles","2023-07-06 07:44:56"
000186,000065,ASN07042023-18,9010000006,4,2024-05-15,Done,"Christian Cordova","2023-07-05 03:06:07"
000187,000065,ASN07042023-19,9010000023,14,2023-11-30,Done,"Christian Cordova","2023-07-05 03:06:01"
000188,000065,ASN07042023-20,9010000039,5,2023-12-05,Done,"Christian Cordova","2023-07-05 03:05:55"
000189,000065,ASN07042023-21,9010000066,2,2023-12-07,Done,"Christian Cordova","2023-07-05 03:05:48"
000190,000065,ASN07042023-22,9010000075,9,2024-06-14,Done,"Christian Cordova","2023-07-05 03:05:42"
000191,000065,ASN07042023-23,9020000022,41,2024-02-08,Done,"Christian Cordova","2023-07-05 03:05:36"
000192,000065,ASN07042023-24,9020000029,2,2024-02-11,Done,"Christian Cordova","2023-07-05 03:05:30"
000193,000065,ASN07042023-25,9020000032,9,2024-03-07,Done,"Christian Cordova","2023-07-05 03:05:24"
000194,000065,ASN07042023-26,9020000048,28,2024-02-19,Done,"Christian Cordova","2023-07-05 03:05:17"
000195,000065,ASN07042023-27,9020000071,19,2024-02-19,Done,"Christian Cordova","2023-07-05 03:05:11"
000196,000065,ASN07042023-28,9020000206,14,2024-02-23,Done,"Christian Cordova","2023-07-05 03:05:04"
000197,000065,ASN07042023-29,9020000207,10,2024-02-13,Done,"Christian Cordova","2023-07-05 03:04:57"
000198,000064,9800514591,9010000059,597,2023-12-16,Done,"Christian Cordova","2023-07-06 01:33:53"
000199,000066,B2B070423Z27,9010000054,288,2023-12-06,Done,"John Carlo Arroyo","2023-07-04 13:44:35"
000200,000064,9800514590,9010000059,550,2023-12-16,Done,"Christian Cordova","2023-07-04 17:22:23"
000201,000064,9800514590,9010000059,100,2023-12-13,Done,"Christian Cordova","2023-07-04 17:22:28"
000202,000064,9800514590,9010000059,200,2023-12-15,Done,"Christian Cordova","2023-07-04 17:22:36"
000203,000067,B2B070423Z28,9020000022,90,2024-03-09,Done,"John Carlo Arroyo","2023-07-04 17:24:25"
000204,000064,9800514595,9010000059,850,2023-12-14,Done,"Christian Cordova","2023-07-04 17:57:13"
000205,000064,9800514595,9010000059,850,2023-12-14,Done,"Christian Cordova","2023-07-09 08:07:05"
000206,000068,B2B070423Z30,9020000022,30,2024-03-10,Done,"John Carlo Arroyo","2023-07-04 17:24:35"
000207,000068,B2B070423Z31,9010000059,150,2023-11-09,Done,"John Carlo Arroyo","2023-07-04 14:35:51"
000208,000068,B2B070423Z32,9010000059,350,2023-11-10,Done,"John Carlo Arroyo","2023-07-04 14:36:09"
000209,000064,9800514593,9010000059,800,2023-12-15,Done,"Christian Cordova","2023-07-04 18:28:36"
000210,000064,9800514593,9010000059,50,2023-12-16,Done,"Christian Cordova","2023-07-04 18:28:43"
000211,000069,B2B070423Z33,9010000039,180,2023-12-05,Done,"John Carlo Arroyo","2023-07-04 14:43:27"
000212,000064,9800514588,9010000059,800,2023-12-16,Done,"Christian Cordova","2023-07-04 18:54:29"
000213,000064,9800514588,9010000059,50,2023-12-15,Done,"Christian Cordova","2023-07-04 18:54:35"
000214,000064,9800514583,9010000006,1619,2024-05-15,Done,"Christian Cordova","2023-07-06 01:41:45"
000215,000064,9800514599,9010000059,350,2023-12-15,Done,"Christian Cordova","2023-07-05 23:40:04"
000216,000064,9800514599,9010000059,500,2023-12-14,Done,"Christian Cordova","2023-07-05 23:40:20"
000217,000064,9800514589,9010000059,500,2023-12-15,Done,"Christian Cordova","2023-07-08 06:53:31"
000218,000064,9800514589,9010000059,350,2023-12-16,Done,"Christian Cordova","2023-07-08 06:52:25"
000219,000070,B2B070423Z34,9010000017,309,2023-11-13,Done,"John Carlo Arroyo","2023-07-04 18:09:40"
000220,000064,9800514600,9010000059,850,2023-12-15,Done,"Christian Cordova","2023-07-09 08:07:11"
000221,000071,B2B070423Z35,9010000075,404,2024-06-15,Done,"John Carlo Arroyo","2023-07-04 18:48:12"
000222,000064,9800514585,9010000006,1620,2024-05-15,Done,"Christian Cordova","2023-07-05 08:54:48"
000223,000072,B2B070423Z36,9010000075,1200,2024-06-15,Done,"John Carlo Arroyo","2023-07-04 19:34:14"
000224,000072,B2B070423Z37,9010000063,200,2024-03-09,Done,"John Carlo Arroyo","2023-07-04 19:34:23"
000225,000064,9800514586,9010000006,1620,2024-05-15,Done,"Christian Cordova","2023-07-05 08:54:21"
000226,000064,9800514597,9010000059,850,2023-12-14,Done,"Christian Cordova","2023-07-09 08:07:16"
000227,000064,9800514582,9010000006,1620,2024-05-15,Done,"Christian Cordova","2023-07-09 08:07:23"
000228,000073,9800514719,9020000176,32,2024-04-04,Done,"Shilaley Trilles","2023-07-06 06:33:05"
000229,000073,9800514719,9020000176,32,2024-04-01,Done,"Shilaley Trilles","2023-07-06 06:33:23"
000230,000073,9800514719,9020000176,320,2024-03-30,Done,"Shilaley Trilles","2023-07-06 06:33:53"
000231,000073,9800514719,9020000176,256,2024-03-28,Done,"Shilaley Trilles","2023-07-06 06:35:35"
000232,000073,9800514689,9020000206,576,2024-03-15,Done,"Shilaley Trilles","2023-07-09 08:07:28"
000233,000073,9800514689,9020000206,384,2024-03-16,Done,"Shilaley Trilles","2023-07-09 08:07:34"
000234,000073,9800514663,9020000178,288,2024-04-02,Done,"Shilaley Trilles","2023-07-05 17:22:07"
000235,000073,9800514663,9020000178,224,2024-04-01,Done,"Shilaley Trilles","2023-07-05 17:22:13"
000236,000073,9800514663,9020000178,128,2024-03-29,Done,"Shilaley Trilles","2023-07-05 17:22:19"
